text_translated,liststring
"yesterday cod 1 1 million liquid check, only rp 1 how to complain",kemarin cod 1 1juta cair cek tingal rp 1 gimna komplain
application help to send goods,aplikasi bantu untuk kirim barang
the application has the benefit of a baseball,posaja aplikasi bermanfat pebisol
send parcels easy post,kirim paket mudah pos
"it's really a lot, please be kind",lot banget nget nget tolong donk baik
app post,pos aplikasi
Praise the help application,alhamdulilah aplikasi bantu
which is easy,gampang mana
very helpful app,aplikasi ngebantu banget
send easy parcels by post,kirim paket mudah pakai pos
I hope it's perfect,moga depa sempurna
great help thanks pt pos,mantap bantu terimakasih pt pos
"The logo of Manuk Garuda Indonesia is top because it operated 275 times during the Dutch East Indies era, General Gustaf Wilem, Baron Van Imhof, the post office in Indonesia, located in Batavia, Jakarta, Posted in August 26, 1746, during the era of Governor General, Daendels, VOC, forwarded to postal service, Tanah Nusantara, but 10 shares owned by RI",logo manuk garuda indonesia top karena ber operasi 275 jaman hindia belanda jenderal gustaf wilem baron van imhof diri kantor pos indonesia letak batavia jakarta pos diri tangal 26 agustus 1746 era pimpin gubernur jenderal daendels voc maju layan pos tanah nusantara saham tapi 10 milik ri
the current version is worse version,versi skr lbih jelek versi
"easy online business, thank you posinaja, hopefully the service is satisfied",mudah bisnis online terima kasih posinaja moga layan muas
fast app,aplikasi cepat mantap
really good cod and post office,mantap banget deh cod an kantor pos
good good good super strong mario,bagus bagus bagus mario teguh super
"steady, accurate application",mantap aplikasi akurat
fast safe,cepat aman
this is a handy app,ini aplikasi kepake
"min, please connect the checking account min cod error gin min",min tolong hubung akun giro min cod eror gin min
Markotop Pos Indonesia's top stone app,apl batu top markotop pos indonesia
suitable for great Indonesian postal online shop,cocok untuk onlineshop pos indonesia hebat
easy to send what post office,mudah kirim apa kantor pos
complicated list,daftar ribet susah
why the application does not open,kenapa aplikasi tidak bukak
estimated 3 weekly movements of goods,estimasi 3 semingu gerak2 barang
level of service,tingkat pelayananya
"civil servants, auto uninstall, go bankrupt",pegawai sopan santun auto unsinstal swasta bangkrut deh
Thank God it's transformed,alhamdulilah bertrasformasi
what's good,apa mantap
Praise the help application,alhamdulilah aplikasi bantu
help track where to send,bantu lacak kirim mana
complete thank you,lengkap terimakasih
keren,keren
convenient to pick up gopay wallet one with pospay power local bank,nyaman jemput dompet gopay satu dengan pospay bank lokal daya
good app easy to believe,aplikasi bagus mudah percaya
Thank God it's easy to use,alhamdulilah moga mudah manfat
"use post, don't use complicated, don't use queue, pick up post, mantul, guys",pakai pos ngak pakai ribet ngak pakai antri cus pickup pos mantul gaes
"good cod deposit, free pick up",mantab setor cod baik gratis jemput
trade smoothly thanks to the post,dagang lancar berkat pos
bumn oh bumn go ahead and serve complicated like gin plus error,bumn oh bumn maju layan ribet kayak gin plus eror melulu
easy to send postal parcels,mudah kirim paket pos
the application needs a courier to send,aplikasi butuh kurir kirim
good delivery class bumn package send city to 10 until now,baik pengirimanya kelas bumn paket kirim kota sampai 10 sampai udh ini
2 pasword web,2 pasword web
step post indonesia champion,langkah pos indonesia juara
let's install post so it's easy,ayo instal pos biar gampang
"Steady, the main soul of the Indonesian post ahead, ah ah ah",mantap jiwa pokok pos indonesia depan deh ah ah ah
"why is it close to fasting, cod error, a lot of good postage",knapa sih dekat puasa cod eror sen bnyak baik pos
"It's easier to send, how far to track the shipment, it's really cool",mkin gampang kirim smpai mna lacak kirimanya keren mantap
by using pose it's hard easy,dg pakai posaja susah mudah
Indonesian postal innovation,inovasi pos indonesia
easy hassle free,mudah anti repot
cooking is a strange account,masak sudah akun aneh
go ahead this application,maju ajh ini aplikasi
great easy online business,mantap bisnis online mudah
help app,bantu aplikasi
great product sensational online business,hebat produk sensasional bisnis on line
strange application login is difficult,aplikasi aneh login susah
"request for pickup 3 doesn't show up, it's really bad",request pickup ampe 3 tidak nongol2 parah parah parah
lot kli apk,lot kli apk
"easy to send, very suitable for SMEs to sell guns online",mudah kirim cocok banget ukm umkm laku pisnil online
post spoiled rainbow post cakeren,pos manja pelang pos kueren
easy cod,cod mudah
"it's better to sell to foreigners, the post office is rich in gin, it's not good, it's the era of tai kotok in dilebuan until now it's bad service",lebih baik jual bangsa aseng kantor pos kaya gin saja tidak becus udh zaman tai kotok dilebuan smpe skarng jelek layan
cool help umm,keren bantu umkm
good help,bantu mantaf
to check shipping costs,guna ngecek ongkos kirim
good success post indonesia,mantap sukses pos indonesia
use junk apk,guna apk sampah
it's good to send a house package,mantablah kirim paket rumah ajah
Steady postal service,mantap layan pos
easy check this rate,mudah cek tarif ini
baseball help app,aplikasi membnatu pebisol
"great, easy help, the results of selling online, hopefully the post will win",mantap bantu mudah hasil jual online moga pos juara
"chaotic on the way, currently on the way of a private expedition","kacau on the way, sedang di jalan ekspedisi swasta"
easy easy,mudah mudah
cool app help,aplikasi keren bantu
step change,langkah ubah
help you pick up your mail package,mantul repot paket surat kamu jemput
nice easy business app,mantaf aplikasi mudah bisnis
help olshop business,bantu bisnis olshop
good help,mantap bantu
easy postal service,mudah pelayana pos mantap
let's post easy gas,ayo pos gampang gas
no hassle post office home pick up package nais,tidak repot kantor pos rumah paket jemput nais
steady flower,mantap kembang
post office lose to private let's level,kantor pos kalah swasta ayo tingkat
help app,aplikasi bantu
thank you post office for using your service,terima kasih kasih kantor pos mengunakan jasa ny
good app recommended,aplikasi bagus recomended
useful application,aplikasi bermanfat
I hope it's easy for the rainbow of pt posindonesia,moga bermanfat mudah pelang pt posindonesia
this is a postal app,mantap ini aplikasi pos
bantu,bantu
thank you good post app,terimakasih pos bagus aplikasi
good help,mantap bantu
why is the web now I can login please help,kenapa web skarang sya bisa login tolong bantu
complicated help app,aplikasi bantu ribet
good promotion,promosi baik
easy transaction send,mudah transaksi kirim
send home easy package,kirim paket mudah rumah
sip mua post,sip mua pos
nice comfortable,bagus nyaman
"this is great, it's always successful, posindonesia",mantab ini sukses selelu posindonesia
"simple, fast, response to pickup tasks, free to take care of business",simpel cepat respon tugas pickupnya leluasa ngurusi bisnis
Thank God help online business with the application,alhamdulilah bantu bisnis online dengan aplikasi
yesterday the account opened,kemarin deh akun buka ng
Thank God you are a partner with the post,alhamdulilah neng partner dg pos
lightning in the province of 10 cuk,kilat dlm propinsi 10 cuk
bantu,bantu
use a fixed account using confused post,pakai akun tetal pakai pos bingung
creative god,god kreatif
send Madura menu,kirim madura menu
great application the best,mantap aplikasi the best
help app,aplikasi bantu
sip fast delivery Sumenep 1 postage saving,sip kirim cepat sumenep 1 ongki hemat
I hope the service is excellent,moga layananya prima
nice help,bagus bantu
team it is bad bad application disappointed,team it jelek aplikasi jelek kecewa
"register, bro, you have entered the phone number, received the code, then where did you enter the code?",daftar gana sudah masukkan nomor telepon nerima kode trus kode dimasukin mana
help deal with no interest bills,bantu urus tagih no riba
"complicated complicated application, the post of the district center for the response of Lambat",aplikasi ruwet ruwet ruwet pos pusat kabupaten respon lambuat
"good application, it's hard to enter the correct address, boss",aplikasi enak susah masuk alamat bena bos
"I swear it's really slow, good sites, when they lose, private, better developed countries' budgets. Private sector pays off debt. The state-owned company is spoiled for paying debt. It's right. Cooking makes an order. The state-owned company has lost. The private sector has already ordered, just print.",sumpah ngelag lambat banget situs baik masak kalah swasta lebih baik angaran negara maju swasta bayar hutang bumn manja bayar hutang benar masak bikin order ngelag bumn kalah swasta sudah order tingal print eh bufering lambat ampun order cuman loh bagaimana kalau ribu order payah
Thank God it's good,alhamdulilah sudah baik
mager send postal mail solution,mager kirim surat pos solusi
please follow up the courier depok name Devit Eko Setiono understand the confirmation address to return the package sent,tolong ditindaklanjuti kurir depok nama devit eko setiono paham alamat konfirmasi mereturn paket kirim
pos pay sip,pos pay sip
application no professional error I lead need to post because I'm an online shop business tg problem,aplikasi no profesional eror saya pimpin perlu pos karena saya usaha online shop masalah tg
thanks easy post,terima kasih pos mudah
with postcode selling rate,dengan cod pos jual tingkat
"send track the characteristics of your own private company, dewek",kirim lacak ciri khas bumn sekarepmu dewek
bisol cod application,aplikasi cod bisol
help business,bantu bisnis
easy application for selling online,aplikasi mudah sbg jual online
severe loss loss loss loss loss client money run away disband the application,parah rugi rugi rugi rugi rugi duit client kabur bubarkan aplikasi
help thank you,bantu terimakasih
applications to support online business people send cool rates for the digital era,aplikasi dukung bisnis online masyarakat kirim kece tarif era digital sat
thank you for helping,terima kasih bantu sukses
dick registration fails then,kontil registrasi gagal2 trus
want to go back slowly leave the application boring,pengin mundur alon alon tingalkan aplikasi mua
"Wait for the millennial era to wake up, post Indonesia",tungu2 zaman milenial bangkit pos indonesia
great app for baseball,aplikasi bagus untuk pebisol
it's hard to post good please,susah pt pos baik donk
help service,bantu layan
make like a king sending goods to pick up,bikin bak raja kirim barang tingal jemput
apk not open,apk tidak buka
help app,aplikasi bantu
go forward need Indonesian courier,maju perlu kurir indonesia
easy for transactions to send pick up requests,mudah untuk transaksi kirim request pick up
what a people,emezing bantu
"great, active cod feature, active cod feature, have a checking account",mantap fitur cod aktif aktif fitur cod memikiki akun giro
I hope the post office olshop resellers help,moga bantu reseler olshop kantor pos
nice help,bagus bantu
this app is really cool,sunguh keren ini aplikasinye
forgot password how to recover,lupa pasword bagaimana pulih
"thank you posaja, easy online business, people send packages",terimakasih posaja mudah bisnis online masyarakat kirim paket
great post office rainbow heart,mantap kantor pos hati pelang
easy application for buying and selling online,aplikasi mudah transaksi jual beli online
file application,aplikasi filenya
send fast,kirim cepat
help thanks post,bantu terimakasih pos
easy steady,mantap mudah
moga layananya,moga layananya
Indonesia is advanced example,indonesia maju contoh
more enk full version late thank you pos Indonesia,lbh enk versi lengkap almt terimakash pos indonesia
useful application,aplikasi bermanfat
baseball help app,aplikasi bantu pebisol
crazy app don't understand the meaning,aplikasi gila gx mengerti maksud
thank god help thank you,alhamdulilah bantu terimakasih
cool application must download,keren aplikasi wajib download
pretty good,lumayan bagus
"post poko is solid, complete",pos pokoe mantap lengkap
good benefit thank you,bagus manfatnya terimakasih
many many value b1 follow ah,ramai ramai nilai b1 ikut ah
nice rate,bagus tingkat
cool nice app,aplikasi bagus keren
steady post transformation rate,mantap tingkat transformasi pos
thank you easy work,terima kasih mudah pekerjan
"cod, cod delivery is slow, in terms of drivers, the goods for the destination in the morning, send tomorrow the money, the transaction results are very good",cod sih cod kirim lambat segi driver lambat barang lokasi tuju pagi kirim besok uang transaksi hasil banget
May the rainbow of PT Pos Indonesia be useful,smoga bermanfat pelang pt pos indonesia
simple practical,simpel praktis
system safe,aman sistem
dilapidated state service,layan negara bobrok
very helpful app,bantu banget aplikasi
great app,aplikasi mantap
help actively,bantu giat
help app,aplikasi bantu
very good really helps fast application,bgus banget sngat bantu aplikasi cpet
"the user is complicated, the admin fee is expensive, the real robbery",pengunanya ribet biaya admin mahal rampok hakiki
hard to update waiting for wifi,susah update tungu wifi
reliable post needs community,pos andal butuh masyarakat
boss system error,sistem eror bos
tungu kode pin ko,tungu kode pin ko
easy online business application,aplikasi mudah bisnis online
send easy postage,kirim kirim mudah posaja
help thank you,bantu terima kasih
almost 1 5 years brsama post cod expect post bumn forward,hmpir 1 5 tahun brsama pos cod nyangka pos bumn maju
"gaskeun, let's download it so we can take care of sending mail packages, so it's easy to wait for the house, post the house, mantabs",gaskeun ayuh dowload biar urus kirim paket surat jadi gampang tungu rumah pos rumah deh mantabs
apelikasi bantu mantap pokok pos jaya jaya jaya jos,apelikasi bantu mantap pokok pos jaya jaya jaya jos
how can i contact the giro post,gmn saya hubung pos giro
help thank you,bantu terimakasih
sick SOEs are not customer oriented go bankrupt.,sakit bumn tidak costumer oriented bangkrut melas2 pmn benah sistem pola pikir biar saing ekspedisi swasta kirim lambat cs robot
Handheld package delivery solution,solusi kirim paket gengaman
help lightly do business sending,bantu ringan laku usaha kirim
bantu,bantu
help business,bantu bisnis
easy transaction,mudah transaksi
"recovering an account is really difficult, please cs for help",pulih akun susah benar tolong cs bantuanya
change email how did you get the wrong email,ganti email bagaimana kak salah email
help people know more about post,bantu masyarakat lbh kenal tg pos
the application error sucks,aplikasi ny eror payah
easy cod application,aplikasi mudah cod
app two,aplikasi dua
good post indo champion,mantap juara pos indo
help the baseball,bantu pebisol
easy to believe,mudah percaya
nice post app,aplikasi pos bagus
great app,aplikasi mantap
good innovation for red plate,inivasi bagus untuk plat merah
easy for customers to pay for the place,mudah customer bayar tempat
send package easy,kirim paket mudah
steady post continues to innovate to make it easier for people to send postal packages,mantap pos terus inovasi untuk mudah masyarakat kirim paket pos
2 stars app like error,2 bintang aplikasi suka eror
easy to send goods,mudah kirim barang
useful in sat condition,bermanfat dlm kondisi sat
easy transaction send package,mudah transaksi kirim paket
very helpful anyway,helpful banget sih
nice help,bagus bantu
easy sale safe transaction,jual mudah transaksi aman
helpful in sending items for sale online,mantul kirim2 barang jual online
transaction notifications make it safe,notif transaksi bikin aman
go ahead slu post indonesia,maju jaya slu pos indonesia
help app,aplikasi bantu
bantu,bantu
cool forward post indonesia,keren maju pos indonesia
help app,aplikasi bantu
pospay is great for paying pln pdam cards,pospay mantap untuk bayar kartu pln pdam
nice app,aplikasi bagus
I hope posIndonesia is sophisticated,moga posindonesia cangih
"Thank you, Mr. Pos Kepuh, Waru, Sidoarjo, is friendly to his customers",terimakasih bapak pos kepuh permai waru sidoarjo ramah kepada customernya
Hopefully the innovative features will serve the sub-district level pickup service,moga maju inovative fiturnya layan pickup tingkat kota camat
easy,mudah
stone may be the champion,batu moga juara
mantabs forward indonesia post,mantabs pos indonesia maju
lazy to use the review,ulasanya malas pakai
"cool pose, hopefully it's easy for baseball",posaja keren smoga mudah pebisol
champion post app,aplikasi pos juara
nice app,aplikasi bagus
easy transaction,posaja mudah transaksi
new app ok,aplikasi baru ok
ok check which package,mantap cek paket mana
Sis mine is recovering,kak punyak ku pulih
track send,lacak kirim
cool app,keren aplikasi
what help,apa bantu
Good service,layan bagus
help send package,bantu kirim paket
help app,aplikasi bantu
help the people of cod,bantu rakyat cod
help make the rainbow easy,mantul memudahakan pelang
help olshop,bantu olshop
"Praise be to God, it is easy in the transaction",alhamdulilah mudah dlm transaksi
great app for baseball,aplikasi bagus untuk pebisol
application use,aplikasi guna
nice app,aplikasi bagus
nice app,aplikasi bagus
good post indonesia rise,mantap pos indonesia bangkit
I hope the post office in front of the post wins,moga kantor pos depan pos juara
thank you for helping the business world,terima kasih bantu dunia bisnis
nice app,aplikasi bagus
help thank you,bantu terima kasih
post pick up from morning until now task hadeuh,pos pik up dari pagi sampai skrng tugas hadeuh
bantu,bantu
nice help,bagus bantu
good post indonesia champion,mantap pos indonesia juara
frustrated,kecewa
good easy rainbow,bagus mudah pelang
alhmdulilah udh buka,alhmdulilah udh buka
cool post mantabs,pos keren mantabs
nice post ah,bagus pos ah
steady red and white courier forward,mantap kurir merah putih maju
the new innovation of pt pos indonesia near the customer service is really top,inovasi baru pt pos indonesia dekat layan pelanganya top banget
useful application in sha Allah,aplikasi bermanfat in sya alah
bantu,bantu
the app really helps,aplikasi benar bner bantu
good work,mantab karya
easy rainbow good post,mudah pelang pos bagus
god jod champion,god jod juara
"why send it to yourself, thank you, but the money doesn't go to mobile post, my advice is good if the package is thank you if you can please transfer the money to the mobile postal checking account thank you",kenapa kirim tuju diri brang terima kasih tapi uangny tidak goro pos mobile saran saya tlng baik kalau paket terima kasih kalau bisa tlng uangny transfer rekening giro pos mobile mksh
really good app,aplikasi bagus banget
good luck post indonesia,moga maju pos indonesia
send verification code,kode verifikasi kirim kirim
not registered yet,belum daftar
no registration,tidak registrasi
wide net,jaring luas
easy pose,posaja mudah mantap
Forgot to use a good post nowadays,lupa pakai pos mantap loh zaman now
easy online transaction post champion,mudah transaksi online pos juara
the package was sent on 10 09 on 17 09 it was clear that the web application was different on 14 09 sp Juanda 6090 sent sent disappointed,paket kirim tanggal 10 09 tanggal 17 09 terang web aplikasi beda tanggal 14 09 sp juanda 6090 kirim kirim kecewa
bantu,bantu
help app,aplikasi bantu
nice app,aplikasi bagus
open code feature,buka fitur cod
difficult application,sulit aplikasi
useful,bermanfat
great for online business,mantap untk bisnis online
postage is slow delivery is bad,pos lambat pengirimanya parah
forward post indonesia,maju pos indonesia
easy application user,mudah penguna aplikasi
puas ngk hut,puas ngk trobel
this app helps,aplikasi ini bantu
solid breakthrough,mantap terobos
"bad, can't cod and java",parah gabisa cod an jawa
solid innovation post,pos inovasi mantap
Good luck with the post of Indonesia,moga jaya pos indonesia
steady help,bantu mantap
"check secure receipts, great applications",cek resi aman aplikasi mantap
"post help is great, let's flower",pos bantu mantabs yuk kembang
"Good, I hope it's safe",bagus moga aman
cs arrogant heart,cs hati sombong
help app,aplikasi bantu
help app,aplikasi bantu
easy app,aplikasi mudah
pos ind moga jaya layan negeri,pos ind moga jaya layan negeri
"Ah, I'm really annoyed, my package is bombed until 2021. It's been 2 weeks, the cottage is big, you know the address of my house.",ah elah kesel banget saya paket saya bom sampai 2021 udh 2 mingu stak pondok gede tahu alamt rumah saya si
good,baik
help app,aplikasi bantu
bad,buruk
help apk,apk bantu
love the app,suka aplikasi
help app,aplikasi bantu
great salute really ok,mantap salut ok banget
help app,aplikasi bantu
good job post indonesia,mantap jaya pos indonesia
application,aplikasi
"2 if it's good, 5 stars",2 kalau bagus ksih bintang 5
cool pose,mantap posaja keren
send parcels easy,kirim paket gampang
don't know how to use complicated,tidak ngarti pakai ribet
"how bro qposin, how come the account doesn't receive the verification code",bagaimana bang qposin koh pulik akun gx terima kode verifikasi
pos top,pos top
admin uses the code feature,admin pakai fitur cod
can register2,daftar bisa2
send former palembang 10 dark,kirim bekas palembang 10 kelam
what help olshop,apa bantu olshop
easy transactions with postal water electricity pdam pulses dl,mudah transaksi dengan pos bayat listrik air pdam pulsa dl
how do you download it?,didonwlod deh baru bagaimana
check postage,cek ongkos kirim
log,log
innovation post for good service,pos inovasi untuk layan baik
cool help,keren bantu
believe success thank you,percaya sukses terima kasih kasih
good breakthrough pt pos indonesia,bagus terobos pt pos indonesia
help apk,apk bantu
complicated hehehe,ribet hehehe
Alhamdulillah help,alhamdulilah bantu
convenient web version,nyaman versi web
download,download
as a typical culinary trade of aceh raw bhn send sigli to receive semarang according to so that the wheels of the aceh noodle business run smoothly,sbg dagang kuliner khas aceh bhn mentah kirim sigli terima semarang sesuai dengan sehinga roda usaha mie aceh lancar
steady hope the way is right please,mantap moga jalan sesuai harap
please help recover user id account forgot no hp email cs contact,tolong bantu pulih akun user id lupa no hp email cs hubung
support,dukung
help business,bantu usaha
simple app,aplikasi simpel
complete app,aplikasi komplit
easy to send by post,mudah kirim via pos
bantu,bantu
nice easy,bagus mudah
nice app,apsnya bagus
easy steady post indonesia,mudah mantap pos indonesia
easy post app,aplikasi pos mudah
"slh 1 state-owned company like this already uses lightning, it's still nyp2 how can it be lost to the private sector gh",slh 1 prusahan bumn ko seperti gni udh pke kilat msih nyp2 gmn regular kalah sama swasta gh
help app,aplikasi bantu
it's really hard to just enter alqmat,susah banget masuk alqmat saja
steady,mantap
cool cool,keren mantap
"the price of express mail is expensive, different from the sub-district head of 1 district, the price is 2350 different from regular private couriers 10",harga pos kilat mahal beda camat 1 kabupaten harga 2350 beda kurir swasta reguler 10
nice help,bagus bantu
recommended app,aplikasi rekomended
easy booking,boking mudah
slow send,lambat kirim
good print,mantap cetak
cool jaya pos indonesia,keren jaya pos indonesia
good help taste,mantab bantu seler
steady steady steady steady steady,mantap mantap mantap mantap mantap mantap
verification code euy,kode verifikasi euy
help olshop,bantu olshop
easy cod,cod mudah
disturbance,ganguan
easy postage yuhu,kirim mudah posaja yuhu
good fit,bagus cocok
good good luck fast jos,mantap moga sukses fast jos
"It's strange here, the status of Manado Ternate, Pket Dimando",aneh kemari status manado ternate pket dimando
help app,aplikasi bantu
what application is not logged in,aplikasi apan gx msuk
very recommended application,rekomended banget aplikasi
useful,bermanfat
really good to use,mantap pakai banget deh
qiposin help cod,qiposin bantu cod
great top markotop,mantap top markotop
login app,aplikasi login
registration verification code,kode verifikasi registrasi
nice app,aplikasi bagus
it's hard to post,sulit ini posin
easy check pickup trip,mudah cek trif pickup
"Error when you need pity to buy, sometimes I'm afraid I won't trust the package to arrive late",eror pas butuh kasihan beli kdang suka takut ngk amanah paket dtang lambat
keren,keren
good post post level,mantab tingkat pa pos
good post indonesia,mantap pos indonesia
help app,aplikasi bantu
help app,aplikasi bantu
new apk need yellow plate,apk baru perlu plat kuning
Indonesian retail online business solutions,solusi bisnis online ritel nusantara
cool app,aplikasi keren
good solution,solusi baik posaja
help olshop,bantu olshop
ok ok,mantap oke
cool indonesian post,pos indonesia keren
help app,aplikasi bantu
ok send postal package,mantap kirim paket posaja
well list the address,baik cantum alamat
bantu,bantu
try the app,coba aplikasi
nice like,bagus suka
bantu,bantu
The apk does not open,apknya tidak fi bukak
pos indonesia champion spirit,pos indonesia semangat juara
up-to-date help,mutakhir bantu
"I'm sorry, I thank you for 1 star, check the tariff for 1 kg of weight in Kebumen Pulogadung 48 thousand slh",maf saya ksh 1 bintang cek tarif berat 1 kg kebumen pulogadung 48 ribu slh
"great, this is a successful post 530",mantap iki pos sukses 530
post use innovation,inovasi pos guna
easy,mudah
application,aplikasi
change postage postage pay post office cut to get cod avoid naughty courier forget cod storage 2x experience the package is complete application order expires al results don't add balance if it's really sorry for capital users just open a loss please upgrade pay post office postage cut cod,rubah ongkos kirim ongkos kirim bayar kantor pos potong dapat cod hindar kurir nakal lupa stor hasil cod 2x alami paket selesai aplikasi order kadaluarsa al hasil tidak tambah saldo kalau sih bgtu kasihan penguna modal pas2an buka rugi tolong upgrade bayar ongkos kirim kantor pos potong cod
This recommended application,aplikasi rekomended ini
postal code error please fix it,cod pos eror tolong perbaikin
purchase,muas
help the baseball,bantu pebisol
motor2 masuk2,muter2 masuk2
Good luck with the post of Indonesia,moga jaya pos indonesia
mbatu umkm steady pol,mbatu umkm mantap pol
great app,aplikasi mantap
useful,bermanfat
"Posaja is really good, it's easy for baseball to sell",posaja mng mantap mudah pebisol untuk jual
send package check rate send track send post gaes,kirim paket cek tarif kirim lacak kirim pos gaes
"sometimes it's an error, you use it for web tokens",kdang eror kan pakai untuk web token
disappointed to send East Java 8 days to arrive,kecewa kirim jatim 8hari sampe2
useful,bermanfat
nice jos,bagus jos
send post late,kirim pos lambat
great post champion,pos mantap juara
useful,bermanfat
great post office innovation,mantap kantor pos inovasi
advanced champion post,pos juara maju
it's good to use the Indonesian postal service,mantap pakai jasa posindonesia
cool easy postal pick-up and delivery,keren mudah transaksi pos jemput kirim
great easy application,mantap aplikasi mudah
bantu,bantu
bantu,bantu
registration to,registrasi to
"Slow delivery to Tuban, East Java, Kendal Java, 4 characteristics of PT BUMN, bad service left by consumers",kirim lambat tuban jawa timur kendal jawa 4 ciri khas pt bumn buruk layan ditingalkan konsumen
cool post app,keren aplikasi pos
help thank you,bantu terima kasih
poko namah top pisay euy pos big sister meni edun,poko namah top pisay euy pos kakak perempuan meni edun
keren nian,keren nian
no coment try hopefully disappointed,no comen coba moga kecewa
purchase,muas
good,bagus
bantu,bantu
"Indonesian people's innovative creative post, the history of the post, the forerunner of the Indonesian courier business",pos kreatif inovatif masyarakat indonesia sejarah pos cikal bisnis kurir indonesia
I will order,order lacak kirim
bantu,bantu
nice help,bagus bantu
rainbow easy app,aplikasi mudah pelang
error select GC sub-district appears,eror pilih kecamtan gc tampil
bantu,bantu
bantu,bantu
easy my shop,mudah olshopku
bantu,bantu
cool app,aplikasi keren
send any service items,kirim barang layan nopo wae
useful,bermanfat
easy rainbow post innovation,mudah pelang pos inovasi
easy,mudah
"Error boss, how can you order?",eror bos bisa order knapa yah
2 errors can,2 eror bisa
assalamualaikum send sis,asalamualaikum kirim kak
"drink coffee, send the package later, the gp is near the city, send it to the gp",ngopi slur kirim paket nanti2 gp sudah deket kota kirim gp deh
bad bad bad post,pos buruk buruk buruk
bantu,bantu
no registration,registrasi tidak
update send sucks ok,updete kirim payah ok
bantu,bantu
bantu,bantu
nice app,aplikasi bagus
buy very cheap electric pulses,beli pulsa listrik murah banget
practical apk of today's society,apk praktis masyarakat kini
bantu,bantu
bantu,bantu
atas scynronize failed sat order,atas scynronize failed sat order
smart solution send,solusi cerdas kirim
kol login,kol login
hopefully the post of indonesia trust,moga amanah pos indonesia
bantu,bantu
bantu,bantu
beautiful post indonesia,cakep pos indonesia
millennial recommendation,rekomendasi kaum milenial
bingitz rubi863 cool app,aplikasi keren bingitz rubi863
Please go ahead,moga maju depa
bantu,bantu
"syb send cod using qposin jaln 6 safe, jaya account money 3 to 7 bounce",sybkirim cod pakai qposin jaln 6 aman jaya uang rekening 3 sd 7 mantul
bantu,bantu
bantu,bantu
baseball easy app,aplikasi mudah pebisol
bantu,bantu
useful,bermanfat
useful,bermanfat
pokokx ok layan,pokokx ok layan
"Friday, August 21, 2020, thank you for the expedition for helping to send goods, the cod system paid for the money, the funds were really selling, the courier field system for sending packages on August 08, 2020, the status of the QOB system cod deposit seconds on august 21, 2020 why",jumat 21 agustus 2020 terima kasih ekspedisi karena bantu kirim barang sistem cod bayar tempat maf cair dana jual banget yah sistem lapang kurir antar kirim paket tanggal 08 agustus 2020 status sistem qob cod setor detik tanggal 21 agustus 2020 why
cool app,aplikasi keren
it's a problem,troble sih
I hope you get up,moga bangkit
easy postage to send,posaja mudah untuk kirim kirim
continue for good,lanjut untuk baik
nice help,mantab bantu
bantu,bantu
bantu,bantu
bantu,bantu
bantu,bantu
bantu,bantu
bantu,bantu
bantu,bantu
"Current account money at district rate is 25 thousand, only 7 thousand",uang rekening giro skrng tarif kabupaten 25rb cuman 7rb
bantu,bantu
bantu,bantu
bantu,bantu
bantu,bantu
bantu,bantu
still lost apk,masih kalah apk
"BUMN is so bad, the delivery is so slow, the service is consumer, it's sent privately",bumn parah bgni pengirimanya lambat bgni pelayanya konsumn lri kirim swasta
pos indonesia champion from kp20 thre angels ka20142c1 Medan nb moga,pos indonesia juara from kp20 thre angels ka20142c1 medan nb moga
wear bumn kok mengkene masa kalah dengan suwasta pie to ki kok geting,pakai bumn kok mengkene masa kalah karo suwasta pie to ki kok geting
send cod package easy,kirim paket cod mudah
"how easy is it to post a giro post, how do you open it guys",enak ribet pos giro buka gmn gays
helping the people to make it easier for the people to transact,memabntu masyarakat mudah rakyat bertansaksi
"I ordered a lot of cod, how come the application is very satisfying",bayak ordern cod ko apliksinya memuaskn banget
bantu,bantu
bantu,bantu
bantu,bantu
bantu,bantu
bantu,bantu
bantu,bantu
light work,enteng kerja
rotten application please full employee salary rights,aplikasi busuk harap penuh hak gajih pegawai
good indonesian post,pos indonesia baik
this app is great,mantab ini aplikasi
easy cod,cod mudah
what's wrong with the pin?,pin salah bagaimana sih
use post,pakai pos
mantaf suka suka,mantaf suka suka
bantu,bantu
bantu,bantu
"if you post, just use pos",kalau pos pakai posaja
cool 1 swipe so,keren 1 gocek jadi
order ambil2 saya wa qpos,order ambil2 saya wa qpos
trusted,terpecaya
very bad service,layan jelek banget
disturbance,ganguan
good post indonesia,mantap pos indonesia
"Thank God the turnover is fast, join qposin cod",alhamdulilah omset lejit gabung qposin cod
forgot how to pin,lupa pin bagaimana
good luck,moga bermanfat
bantu,bantu
good help,mantap bantu
bantu,bantu
"forgot the user id, what's the solution bro?",lupa user id solusi ngk kak
suitable for business online shop god pt pos indonesia,cocok bisnis oline shop god pt pos indonesia
bantu,bantu
good prediction,bagus prediksi
good use app,bagus pakai aplikasi
cool post,keren pos
PKM send package pick up send home package pick up pickup service,pkm kirim paket jemput kirim paket rumah jemput pickup service
download,donlod
nice post indonesia,mantab pos indonesia
pt pos indonesia is tough pt pos indonesia is growing,pt pos indonesia tanguh pt pos indonesia tumbuh
steady nature,mantap alam
forward post indonesia,maju pos indonesia
app,aplikasi deh
cool out of application,keren habis aplikasi
help,mantul bantu
